,Course,Education Level,Institutions,Year,GE (%)
1086,SARJANA MUDA ANIMASI (KEPUJIAN) PRODUKSI ANIMASI 2D,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,70.7
1087,SARJANA MUDA SAINS (KEPUJIAN) PENGURUSAN PERKHIDMATAN MAKANAN DENGAN KEUSAHAWANAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,70.5
1088,SARJANA MUDA PENDIDIKAN SENI MUZIK (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,70.4
1089,SARJANA MUDA PENDIDIKAN SAINS (KEPUJIAN) FIZIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,70
1090,SARJANA MUDA PENDIDIKAN SAINS (KEPUJIAN) MATEMATIK,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,69.4
1091,SARJANA MUDA PENULISAN (KEPUJIAN) PENULISAN KREATIF,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,69.2
1092,SARJANA MUDA PENGURUSAN TAMAN DAN AMENITI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,69
1093,SARJANA MUDA SAINS (KEPUJIAN) DALAM AGROTEKNOLOGI (BIOTEKNOLOGI TUMBUHAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,69
1094,SARJANA MUDA KEJURUTERAAN ELEKTRIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,68.4
1095,SARJANA MUDA PENGAJIAN ISLAM DAN SAINS,Ijazah pertama,UNIVERSITI MALAYA,2022,67.1
1096,SARJANA MUDA SAINS (KEPUJIAN) KIMIA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,66.7
1097,SARJANA MUDA TEKNOLOGI (ALAM SEKITAR) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,65.6
1098,SARJANA MUDA PENDIDIKAN SAINS (KEPUJIAN) KIMIA,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,64.3
1099,SARJANA MUDA SENI REKA LOGAM KONTEMPORARI (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,64
1100,SARJANA MUDA SAINS (KEPUJIAN) KIMIA DENGAN PENGURUSAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,63.6
1101,SARJANA MUDA PERANCANGAN BANDAR DAN WILAYAH,Ijazah pertama,UNIVERSITI MALAYA,2022,60
1102,SARJANA MUDA SAINS (MATEMATIK GUNAAN) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,60
1103,SARJANA MUDA SAINS GUNAAN (KEPUJIAN) (KIMIA INDUSTRI),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,59.3
1104,SARJANA MUDA KEWANGAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,50
1105,SARJANA MUDA EKONOMI (SUMBER ALAM) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,40
